# Program:featureCounts v1.6.2; Command:"featureCounts" "-a" "pdam_1415_maker.gtf" "-o" "feature_counts.out" "-t" "exon" "-g" "gene_id" "Wt1-1a_1415.bam" "Wt1-1b_1415.bam" "Wt1-1c_1415.bam" "Wt1-2a_1415.bam" "Wt1-2b_1415.bam" "Wt1-3a_1415.bam" "Wt1-3b_1415.bam" "Wt1-3c_1415.bam" "Wt1-4a_1415.bam" "Wt1-4b_1415.bam" "Wt1-4c_1415.bam" "Wt1-5a_1415.bam" "Wt1-5b_1415.bam" "Wt1-5c_1415.bam" "Wt1-6b_1415.bam" "Wt1-6c_1415.bam" "Wt2-1a_1415.bam" "Wt2-1b_1415.bam" "Wt2-1c_1415.bam" "Wt2-2b_1415.bam" "Wt2-2c_1415.bam" "Wt2-3a_1415.bam" "Wt2-3b_1415.bam" "Wt2-3c_1415.bam" "Wt2-4a_1415.bam" "Wt2-5a_1415.bam" "Wt2-5b_1415.bam" "Wt2-5c_1415.bam" "Wt2-6a_1415.bam" "Wt2-6b_1415.bam" "Wt2-6c_1415.bam" 
Geneid	Chr	Start	End	Strand	Length	Wt1-1a_1415.bam	Wt1-1b_1415.bam	Wt1-1c_1415.bam	Wt1-2a_1415.bam	Wt1-2b_1415.bam	Wt1-3a_1415.bam	Wt1-3b_1415.bam	Wt1-3c_1415.bam	Wt1-4a_1415.bam	Wt1-4b_1415.bam	Wt1-4c_1415.bam	Wt1-5a_1415.bam	Wt1-5b_1415.bam	Wt1-5c_1415.bam	Wt1-6b_1415.bam	Wt1-6c_1415.bam	Wt2-1a_1415.bam	Wt2-1b_1415.bam	Wt2-1c_1415.bam	Wt2-2b_1415.bam	Wt2-2c_1415.bam	Wt2-3a_1415.bam	Wt2-3b_1415.bam	Wt2-3c_1415.bam	Wt2-4a_1415.bam	Wt2-5a_1415.bam	Wt2-5b_1415.bam	Wt2-5c_1415.bam	Wt2-6a_1415.bam	Wt2-6b_1415.bam	Wt2-6c_1415.bam
pdam_00000475	SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415	1996980;1999439;2004699;2005488;2006619;2008879;2009409;2010001;2010813;2011126;2012150;2012372;2013308;2013612;2014280;2014772;2015251;2015893;2017149;2017388;2017942;2018235;2018876;2019146;2019359	1999406;1999683;2004746;2005564;2007496;2008948;2009469;2010219;2010890;2011190;2012200;2012458;2013352;2013777;2014361;2014867;2015425;2015915;2017200;2017467;2018046;2018298;2018986;2019222;2019483	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	5507	14	7	21	1	13	23	20	27	10	19	15	28	15	37	25	45	28	19	12	0	0	13	40	76	66	58	42	17	95	52	86
pdam_00000476	SczhEnG_1415	2003734	2004027	+	294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
pdam_00000477	SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415	2021575;2021853;2022728;2023067;2023400;2023721;2026177;2026897;2027714;2029012;2030248;2030816;2033007;2035872;2036630;2038152;2039596;2041869;2042896;2043318;2043717;2043976;2044259;2045539;2045895;2047166;2048189;2050083;2050837;2052042;2053163;2054222;2054444;2054710;2054989;2056015;2056299;2057071;2058735;2059352;2059839;2060402;2061133	2021755;2021984;2022828;2023164;2023509;2023831;2026256;2026984;2027827;2029066;2030315;2030911;2033245;2035961;2036786;2038271;2039765;2041924;2042966;2043407;2043823;2044089;2044333;2045626;2046104;2047281;2048255;2050168;2050920;2052177;2053222;2054354;2054513;2054912;2055148;2056066;2056475;2057184;2058792;2059436;2059941;2060686;2062397	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	6075	734	680	903	538	734	589	580	816	757	816	871	675	978	1302	1070	1527	1128	641	656	48	495	406	603	634	675	961	1305	504	1442	1219	1094
pdam_00000478	SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415	2025288;2025516;2031732;2037014;2042641;2044028;2044591;2044934;2047430	2025499;2025659;2032278;2037105;2042725;2044076;2044613;2045076;2047509	-;-;-;-;-;-;-;-;-	1375	4	1	7	2	4	6	7	7	8	7	2	6	5	4	9	10	7	4	1	0	1	0	0	4	5	6	3	0	7	3	9
pdam_00000479	SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415	2064249;2067030;2067230;2067744;2068656;2070705;2072579;2074993;2077031;2077457;2079959;2082362;2083091;2083755;2090228	2064418;2067060;2067281;2067819;2068737;2070753;2072654;2075077;2077126;2077582;2080058;2082445;2083151;2083953;2091164	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2224	258	201	264	180	200	263	240	369	196	296	278	195	537	485	563	548	520	194	195	10	192	154	302	246	181	394	473	208	494	406	396
pdam_00000480	SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415	2093810;2094029;2094476;2094572;2094904	2093911;2094274;2094550;2094850;2095062	+;+;+;+;+	861	0	0	3	0	0	1	0	5	2	0	1	1	3	7	8	2	3	0	2	0	0	0	0	2	2	3	4	0	3	6	4
pdam_00000481	SczhEnG_1415;SczhEnG_1415	2097212;2098197	2097309;2098413	-;-	315	3	0	2	0	0	0	0	0	1	0	0	0	2	0	1	1	0	0	0	0	4	0	0	1	0	0	0	0	1	0	0
pdam_00000482	SczhEnG_1415;SczhEnG_1415	2099494;2099884	2099871;2099985	-;-	480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
pdam_00000483	SczhEnG_1415;SczhEnG_1415	2099992;2100411	2100117;2100494	-;-	210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pdam_00000484	SczhEnG_1415;SczhEnG_1415	2100676;2100837	2100813;2100914	-;-	216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pdam_00000485	SczhEnG_1415	2101389	2101652	-	264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pdam_00000486	SczhEnG_1415;SczhEnG_1415;SczhEnG_1415	2101667;2101880;2102006	2101826;2102001;2102056	-;-;-	333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pdam_00000487	SczhEnG_1415;SczhEnG_1415	2115395;2115683	2115669;2115902	-;-	495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pdam_00000488	SczhEnG_1415;SczhEnG_1415;SczhEnG_1415	2117635;2117971;2118297	2117724;2117998;2118487	+;+;+	309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pdam_00000489	SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415	2118584;2118940;2119078;2119505	2118767;2119022;2119409;2119694	+;+;+;+	789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
